,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600
2000,"706.5","721.8","738","753.3","768.6","784.8","817.2","833.4","849.6","866.7","882.9","900","916.2","932.4"
2300,747,765,"782.1","800.1","817.2","835.2","872.1","890.1","909","927.9","945.9","964.8","983.7","1001.7"
2600,"787.5","807.3","827.1","846.9","865.8","885.6","927","947.7","968.4","988.2","1008.9","1029.6","1050.3","1071"
2900,"828.9","850.5","871.2","892.8","914.4","936","981","1004.4","1026.9","1049.4","1072.8","1095.3","1117.8","1140.3"
3200,"869.4","892.8","916.2","939.6","963","986.4","1035.9","1061.1","1086.3","1110.6","1135.8","1160.1","1185.3",0
3500,"909.9","935.1","961.2","986.4","1011.6","1036.8","1090.8","1117.8","1144.8","1171.8","1198.8",0,0,0
3800,"951.3","978.3","1005.3","1033.2","1060.2","1087.2","1145.7","1175.4","1204.2",0,0,0,0,0
4100,"991.8","1020.6","1050.3","1079.1","1108.8","1137.6","1200.6","1232.1",0,0,0,0,0,0
4400,"1032.3","1063.8","1094.4","1125.9","1157.4","1188","1255.5",0,0,0,0,0,0,0
4700,"1072.8","1106.1","1139.4","1172.7","1206","1238.4",0,0,0,0,0,0,0,0
5000,"1114.2","1149.3","1184.4","1219.5","1254.6",0,0,0,0,0,0,0,0,0
