,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
200,"86.83","86.84","86.85","86.86","86.87","86.88","86.89","86.90","86.91","86.92","86.93","86.94","86.95","86.96","86.97","86.98","86.99","86.100","86.101","86.102","86.103","86.104","86.105","86.94"
300,"86.84","86.85","86.86","86.87","86.88","86.89","86.90","86.91","86.92","86.93","86.94","86.95","86.96","86.97","86.98","88.68","93.90","99.11","104.33","109.54","114.76","119.98","125.19","130.41"
400,"86.85","86.86","86.87","86.88","86.89","86.90","86.91","86.92","86.93","76.51","83.46","90.42","97.37","104.33","111.28","118.24","125.19","132.15","139.10","146.06","153.01","159.97","166.92","173.88"
500,"86.86","86.87","86.88","86.89","86.90","86.91","86.92","86.93","86.94","95.63","104.33","113.02","121.72","130.41","139.10","147.80","156.49","165.19","173.88","182.57","191.27","199.96","208.66","217.35"
600,"86.87","86.88","86.89","86.90","86.91","73.03","83.46","93.90","104.33","114.76","125.19","135.63","146.06","156.49","166.92","177.36","187.79","198.22","208.66","219.09","229.52","239.95","250.39","260.82"
700,"86.88","86.89","86.90","86.91","86.92","85.20","97.37","109.54","121.72","133.89","146.06","158..23","170.40","182.57","194.75","206.92","219.09","231.26","243.43","255.60","267.78","279.95","292.12","304.29"
800,"86.89","86.90","86.91","86.92","86.93","97.37","111.28","125.19","139.10","153.01","166.92","180.84","194.75","208.66","222.57","236.48","250.39","264.30","278.21","292.12","306.03","319.94","333.85","347.76"
900,"86.90","86.91","86.92","86.93","93.90","97.37","125.19","140.84","156.49","172.14","187.79","203.44","219.09","234.74","250.39","266.04","281.69","297.33","312.98","328.26","344.28","x","x","x"
