,2000,2500,3000,3500,4000,4500,5000
3060,1903.45,2219.45,2465.45,2735.45,2980.95,3234.95,3484.45
3270,1939.95,2264.95,2519.45,2798.45,3053.45,3316.45,3575.45
4060,2483.95,2861.45,3184.45,3507.95,3773.95,4113.45,4461.95
5060,3212.95,3597.45,3986.45,4375.45,4739.45,5157.45,5538.45
5410,3313.45,3722.95,4136.95,4550.95,4940.45,5383.45,5788.95
6480,3719.45,4205.95,4692.45,5175.45,5661.95,6150.95,6635.45
7060,3613.95,4628.95,5170.95,5705.45,6247.45,6773.45,7319.95
8060,4455.95,5121.45,5721.45,6324.95,6928.95,7527.95,8135.95
