,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,1700,1750,1800,1850
850,"369.82","381.74","393.66","405.58","417.51","429.43","441.35","453.27","465.19","477.11","489.03","500.95","512.88","524.8"
1100,"419.32","432.55","445.78","459","472.23","485.46","498.69","511.91","525.14","538.37","551.6","564.82","578.05","591.28"
1350,"468.82","483.35","497.89","512.42","526.96","541.49","556.02","570.56","585.09","599.62","614.16","628.69","643.23","657.76"
1600,"518.32","534.16",550,"565.84","581.68","597.52","613.36","629.2","645.04","660.88","676.72","692.56","708.4","724.24"
1850,"567.82","584.97","602.11","619.26","636.41","653.55","670.7","687.84","704.99","722.14","739.28","756.43","773.58","790.72"
2100,"617.32","635.77","654.23","672.68","691.13","709.58","728.04","746.49","764.94","783.39","801.85","820.3","838.75","857.2"
2350,"666.82","686.58","706.34","726.1","745.86","765.61","785.37","805.13","824.89","844.65","864.41","884.17","903.93","923.86"
2600,"716.32","737.39","758.45","779.52","800.58","821.65","842.71","863.78","884.84","905.91","926.97","948.04","969.1","990.17"
2850,"765.82","788.19","810.56","832.93","855.31","877.68","900.05","922.42","944.79","967.16","989.53","1011.9","1034.28","1056.65"
3100,"815.32","839","862.68","886.35","910.03","933.71","957.39","981.06","1004.74","1028.42","1052.1","1075.77","1099.45","1123.13"
