,2000,2500,3000,3500,4000,4500,5000
3060,1692.45,1955.45,2148.45,2365.95,2558.45,2759.95,2956.95
3270,1714.45,1982.95,2180.95,2403.95,2601.95,2808.95,3010.95
4060,2203.95,2510.95,2763.95,3017.45,3213.45,3482.95,3761.45
5060,2863.95,3160.95,3462.95,3764.95,4041.45,4371.95,4665.45
5410,2939.95,3256.45,3577.45,3897.45,4193.45,4543.45,4855.45
6480,3271.95,3647.45,4021.95,4392.95,4767.95,"5154,84",5517.45
7060,3126.45,4019.95,4440.45,4852.95,4767.95,5677.45,6101.95
8060,3899.95,4426.45,4886.95,5351.45,5816.45,6276.95,6745.95
