,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600
3600,"1216.8","1243.8","1270.8","1297.8","1324.8","1351.8","1408.5","1437.3","1466.1","1494","1522.8","1551.6","1580.4","1608.3"
3900,"1265.4","1294.2","1323.9","1352.7","1381.5","1410.3","1471.5","1502.1","1532.7","1563.3","1593.9","1624.5","1655.1","1685.7"
4200,"1314","1345.5","1376.1","1406.7","1437.3","1468.8","1534.5","1566.9","1599.3","1631.7","1665","1697.4","1729.8","1763.1"
4500,"1362.6","1395.9","1428.3","1461.6","1494","1526.4","1596.6","1631.7","1665.9","1701","1736.1","1770.3","1805.4","1839.6"
4800,"1411.2","1446.3","1480.5","1515.6","1550.7","1584.9","1659.6","1696.5","1733.4","1770.3","1806.3","1843.2","1880.1","1917"
5100,"1459.8","1496.7","1533.6","1569.6","1606.5","1643.4","1721.7","1761.3","1800","1838.7","1877.4","1916.1","1955.7","1994.4"
5400,"1508.4","1547.1","1585.8","1624.5","1663.2","1701.9","1784.7","1826.1","1866.6","1908","1948.5","1989.9",0,0
5700,"1557","1597.5","1638","1678.5","1719","1759.5","1847.7","1890","1933.2","1976.4","2019.6",0,0,0
6000,"1605.6","1647.9","1691.1","1733.4","1775.7","1818","1909.8","1954.8","2000.7","2045.7",0,0,0,0
6300,"1654.2","1699.2","1743.3","1787.4","1832.4","1876.5","1972.8","2019.6","2067.3",0,0,0,0,0
6600,"1702.8","1749.6","1795.5","1842.3","1888.2","1935","2035.8","2084.4",0,0,0,0,0,0
