,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600
2800,951.3,972,993.6,1015.2,1035.9,1057.5,1102.5,1125,1147.5,1170,1192.5,1215,1237.5,1260
3100,995.4,1018.8,1042.2,1695.6,1089,1112.4,1161,1185.3,1210.5,1234.8,1259.1,1284.3,1308.6,1332.9
3400,1040.4,1065.6,1090.8,1116,1141.2,1166.4,1219.5,1246.5,1272.6,1299.6,1326.6,1352.7,1379.7,1406.7
3700,1085.4,1112.4,1139.4,1166.4,1193.4,1220.4,1278,1306.8,1335.6,1364.4,1393.2,1422,1450.8,1479.6
4000,1129.5,1158.3,1188,1216.8,1245.6,1275.3,1337.4,1368,1398.6,1429.2,1460.7,1491.3,1521.9,1552.5
4300,1174.5,1205.1,1236.6,1267.2,1298.7,1329.3,1395.9,1429.2,1461.6,1494.9,1527.3,1560.6,"1593,0",0
4600,1218.6,1251.9,1285.2,1317.6,1350.9,1384.2,1454.4,1489.5,1524.6,1559.7,1594.8,1629,0,0
4900,1263.6,1298.7,1333.8,1368,1368,1403.1,1438.2,1513.8,1550.7,1587.6,1624.5,0,0,0
5200,1308.6,1345.5,1382.4,1417.5,1455.3,1492.2,1572.3,1611,0,0,0,0,0,0
5500,1352.7,1391.4,1431,1469.7,1508.4,1547.1,0,0,0,0,0,0,0,0
5800,1397.7,1438.2,1478.7,1520.1,1560.6,0,0,0,0,0,0,0,0,0
