,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
200,"205.08","205.09","205.10","205.11","205.12","205.13","205.14","205.15","205.16","205.17","205.18","205.19","205.20","205.21","205.22","205.23","205.24","205.25","205.26","205.27","205.28","205.29","205.30","205.19"
300,"205.09","205.10","205.11","205.12","205.13","205.14","205.15","205.16","205.17","205.18","205.19","205.20","205.21","205.22","205.23","209.29","221.16","233.91","246.22","258.53","270.84","283.16","295.47","307.78"
400,"205.10","205.11","205.12","205.13","205.14","205.15","205.16","205.17","205.18","205.19","205.20","213.39","229.81","246.22","262.64","279.05","295.47","311.88","328.30","344.71","361.13","377.54","393.96","410.37"
500,"205.11","205.12","205.13","205.14","205.15","205.16","205.17","205.18","205.19","225.70","246.22","266.74","287.26","307.77","328.30","348.81","369.33","389.85","410.37","430.89","451.51","471.93","492.44","512.96"
600,"205.12","205.13","205.14","205.15","205.16","205.17","205.18","221.60","246.22","270.84","295.47","320.09","344.71","369.33","393.96","418.58","443.20","467.82","492.44","517.07","541.69","566.31","590.93","615.56"
700,"205.13","205.14","205.15","205.16","205.17","205.18","229.81","258.53","287.26","315.98","413.65","373.44","402.16","430.89","459.61","488.34","517.07","545.79","574.52","603.24","631.97","660.73","689.42","718.15"
800,"205.14","205.15","205.16","205.17","205.18","229.81","262.64","295.47","328.30","361.13","393.96","426.78","459.61","492.44","525.27","5587.90","590.93","623.76","656.59","689.42","722.25","755.09","689.42","820.74"
900,"205.15","205.16","205.17","205.18","221.60","258.53","296.14","332.40","369.33","406.27","443.20","480.13","517.07","554.00","590.93","627.87","664.80","701.73","738.67","775.60","812.53","x","x","x"
