,2000,2500,3000,3500,4000,4500,5000
3060,1378.45,1657.95,1850.95,2063.95,2256.95,2462.45,2659.45
3270,1400.45,1685.45,1883.45,2101.95,2300.45,2510.95,2713.45
4060,1740.95,2048.45,2301.45,2554.95,2800.45,3053.45,3298.45
5060,1740.95,2578.45,2884.45,3181.95,3462.95,3793.45,4086.95
5410,2357.45,2673.45,2998.45,3314.95,3614.95,3964.95,4276.95
6480,2660.45,3039.95,3410.45,3785.45,4164.45,4543.45,4901.45
7060,2975.45,3387.95,3799.95,4216.45,4628.45,5049.45,5457.45
8060,3222.45,3756.95,4221.95,4681.95,5146.95,5607.45,6072.45
