,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200
200,"65.41","65.42","65.43","69.85","74.27","78.6","83.20","87.62","92.04","96.54","100.96","105.2","109.80","114.31","132.4","137.09","141.51","145.93","150.35","162.1","166.50"
300,"65.42","65.43","65.44","69.86","74.28","78.7","83.21","87.63","92.05","96.55","100.97","105.3","109.81","114.32","132.5","137.10","141.52","145.94","150.36","162.0","166.51"
400,"65.43","65.44","65.45","69.87","74.29","78.8","83.22","87.64","92.06","96.56","100.98","105.4","109.82","114.33","132.6","137.11","141.53","145.95","150.37","162.1","166.52"
500,"69.85","69.86","69.87","74.8","79.82","84.75","89.76","94.69","99.71","104.64","109.57","114.58","119.51","124.44","143.4","148.33","153.26","158.19","163.2","175.36","180.29"
600,"74.27","74.28","74.29","79.82","85.34","90.78","96.31","101.75","107.27","112.71","118.15","123.68","129.2","134.73","154.11","159.55","164.99","170.51","175.95","188.7","194.14"
700,"78.6","78.7","78.8","84.75","90.78","96.82","102.85","108.8","114.75","120.79","126.82","132.86","138.81","144.84","164.73","170.77","176.8","182.75","188.7","201.96","208"
800,"83.20","83.21","83.22","89.76","96.31","102.85","109.31","115.86","122.4","128.86","135.41","141.95","148.5","155.04","175.44","181.99","188.45","194.99","201.54","215.31","221.85"
900,"87.62","87.63","87.64","94.69","101.75","108.8","115.86","122.83","129.97","137.02","144.08","151.13","158.1","165.24","186.15","193.12","200.26","207.23","214.37","228.57","235.62"
1000,"92.04","92.05","92.06","99.71","107.27","114.75","122.4","129.97","137.53","145.1","152.66","160.23","167.79","175.36","196.86","204.34","211.99","219.56","227.12","241.91","249.48"
1100,"96.54","96.55","96.56","104.64","112.71","120.79","128.86","137.02","145.1","156.57","164.65","172.72","180.8","188.87","210.89","218.96","227.04","235.2","243.27","258.57","266.65"
1200,"100.96","100.97","100.98","109.57","118.15","126.82","135.41","144.08","152.66","164.65","173.23","181.9","190.49","199.07","221.51","230.18","238.77","247.44","256.02","271.83","280.5"
1300,"105.2","105.3","105.4","114.58","123.68","132.86","141.95","151.13","160.23","172.72","181.9","190.91","200.09","209.27","232.22","241.4","250.58","259.68","268.77","285.18","294.27"
1400,"109.80","109.81","109.82","119.51","129.2","138.81","148.5","158.1","167.79","180.8","190.49","200.09","213.1","222.79","246.33","255.94","265.63","275.23","284.92","301.75","311.44"
1500,"114.31","114.32","114.33","124.44","134.73","144.84","155.04","165.24","175.36","188.87","199.07","209.27","222.79","232.9","257.04","267.16","277.36","287.56","297.67","315.1","325.21"
