,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200
200,"98.04","98.04","98.04","104.64","111.24","118.08","124.56","131.28","137.76","144.6","151.32","157.8","164.52","171.24","198.6","205.32","211.92","218.64","225.24","242.76","249.48"
300,"98.04","98.04","98.04","104.64","111.24","118.08","124.56","131.28","137.76","144.6","151.32","157.8","164.52","171.24","198.6","205.32","211.92","218.64","225.24","242.76","249.48"
400,"98.04","98.04","98.04","104.64","111.24","118.08","124.56","131.28","137.76","144.6","151.32","157.8","164.52","171.24","198.6","205.32","211.92","218.64","225.24","242.76","249.48"
500,"104.64","104.64","104.64","111.96","119.52","126.96","134.52","141.72","149.28","156.72","164.16","171.6","178.92","186.36","214.8","222.12","229.56","237.00","244.44","262.68","270.12"
600,"111.24","111.24","111.24","119.52","127.8","135.96","144.24","152.4","160.68","168.84","177.00","185.28","193.56","201.84","230.76","238.92","247.08","255.36","263.52","282.72","290.88"
700,"118.08","118.08","118.08","126.96","135.96","144.96","153.96","162.96","171.96","180.96","189.96","198.96","207.84","216.96","246.72","255.72","264.72","273.72","282.72","302.4","311.52"
800,"124.56","124.56","124.56","134.52","144.24","153.96","163.8","173.52","183.24","192.96","202.8","212.64","222.36","232.2","262.8","272.52","282.36","292.08","301.8","322.44","332.28"
900,"131.28","131.28","131.28","141.72","152.4","162.96","173.52","183.96","194.64","205.2","215.76","226.32","236.76","247.44","278.88","289.2","300.00","310.32","321.12","342.36","352.92"
1000,"137.76","137.76","137.76","149.28","160.68","171.96","183.24","194.64","206.04","217.32","228.72","240.00","251.28","262.68","294.84","306.00","317.52","328.8","340.2","362.28","373.68"
1100,"144.6","144.6","144.6","156.72","168.84","180.96","192.96","205.2","217.32","234.48","246.6","258.72","270.84","282.96","315.84","327.96","340.08","352.32","364.32","387.24","399.36"
1200,"151.32","151.32","151.32","164.16","177.00","189.96","202.8","215.76","228.72","246.6","259.44","272.4","285.24","298.08","331.8","344.76","357.6","370.56","383.4","407.16","420.12"
1300,"157.8","157.8","157.8","171.6","185.28","198.96","212.64","226.32","240.00","258.72","272.4","285.84","299.76","313.44","347.76","361.56","375.24","388.92","402.6","427.2","440.76"
1400,"164.52","164.52","164.52","178.92","193.56","207.84","222.36","236.76","251.28","270.84","285.24","299.76","319.08","333.72","369.00","383.28","397.92","412.2","426.84","452.04","466.44"
1500,"171.24","171.24","171.24","186.36","201.84","216.96","232.2","247.44","262.68","282.96","298.08","313.44","333.72","348.84","384.96","400.08","415.44","430.68","445.8","471.96","487.08"
