,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200
200,133.94,133.94,133.94,142.96,151.98,161.32,170.17,179.35,188.21,197.55,206.73,215.59,224.77,233.95,271.33,280.51,289.53,298.71,307.72,331.66,340.84
300,133.94,133.94,133.94,142.96,151.98,161.32,170.17,179.35,188.21,197.55,206.73,215.59,224.77,233.95,271.33,280.51,289.53,298.71,307.72,331.66,340.84
400,133.94,133.94,133.94,142.96,151.98,161.32,170.17,179.35,188.21,197.55,206.73,215.59,224.77,233.95,271.33,280.51,289.53,298.71,307.72,331.66,340.84
500,142.96,142.96,142.96,152.96,163.29,173.45,183.78,193.62,203.95,214.11,224.28,234.44,244.44,254.61,293.46,303.46,313.62,323.79,333.95,358.87,369.04
600,151.98,151.98,151.98,163.29,174.6,185.75,197.06,208.21,219.52,230.67,241.82,253.13,264.44,275.75,315.26,326.41,337.56,348.87,360.02,386.25,397.4
700,161.32,161.32,161.32,173.45,185.75,198.04,210.34,222.64,234.93,247.23,259.52,271.82,283.95,296.41,337.07,349.36,361.66,373.96,386.25,413.14,425.6
800,170.17,170.17,170.17,183.78,197.06,210.34,223.78,237.06,250.34,263.62,277.07,290.51,303.79,317.23,359.04,372.32,385.76,399.04,412.32,440.52,453.96
900,179.35,179.35,179.35,193.62,208.21,222.64,237.06,251.33,265.92,280.34,294.77,309.2,323.46,338.05,381.01,395.11,409.86,423.96,438.71,467.73,482.16
1000,188.21,188.21,188.21,203.95,219.52,234.93,250.34,265.92,281.49,296.9,312.48,327.89,343.3,358.87,402.81,418.06,433.8,449.21,464.78,494.95,510.52
1100,197.55,197.55,197.55,214.11,230.67,247.23,263.62,280.34,296.9,320.35,336.9,353.46,370.02,386.58,431.5,448.06,464.62,481.34,497.73,529.05,545.61
1200,206.73,206.73,206.73,224.28,241.82,259.52,277.07,294.77,312.48,336.9,354.45,372.15,389.69,407.24,453.31,471.01,488.55,506.26,523.8,556.26,573.97
1300,215.59,215.59,215.59,234.44,253.13,271.82,290.51,309.2,327.89,353.46,372.15,390.51,409.53,428.22,475.11,493.96,512.65,531.34,550.03,583.64,602.17
1400,224.77,224.77,224.77,244.44,264.44,283.95,303.79,323.46,343.3,370.02,389.69,409.53,435.93,455.93,504.13,523.64,543.64,563.15,583.15,617.58,637.25
1500,233.95,233.95,233.95,254.61,275.75,296.41,317.23,338.05,358.87,386.58,407.24,428.22,455.93,476.59,525.93,546.59,567.57,588.4,609.05,644.79,665.45
