,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
200,"136.05","136.04","136.03","136.02","136.01","136.00","136.01","136.02","136.03","136.04","136.05","136.06","136.07","136.08","136.09","136.10","136.11","136.12","136.13","136.14","136.15","136.16","136.17","136.18"
300,"136.04","136.03","136.02","136.01","136.00","136.01","136.02","136.03","136.04","136.05","136.06","136.07","136.08","136.09","136.10","136.11","146.93","155.10","163.26","171.42","179.59","187.75","195.91","204.08"
400,"136.03","136.02","136.01","136.00","136.01","136.02","136.03","136.04","136.05","136.06","136.07","141.49","152.38","163.26","174.14","185.03","195.91","206.10","206.80","228.56","239.45","250.33","261.22","272.10"
500,"136.02","136.01","136.00","136.01","136.02","136.03","136.04","136.05","136.06","149.66","163.26","176.87","190.47","204.08","217.68","231.29","244.89","258.50","272.10","285.71","299.31","312.92","326.52","340.13"
600,"136.01","136.00","136.01","136.02","136.03","136.04","136.05","146.93","163.26","179.59","195.91","212.24","228.56","244.89","261.22","277.54","293.87","310.19","326.52","342.85","379.17","375.50","391.82","408.15"
700,"136.00","136.01","136.02","136.03","136.04","136.05","97.37","171.42","190.47","209.52","228.56","247.61","266.66","287.71","304.75","323.80","342.85","361.89","380.94","399.99","419.03","438.08","457.13","476.18"
800,"136.01","136.02","136.03","136.04","136.05","152.38","111.28","195.91","217.68","239.45","261.22","282.98","304.75","326.52","348.29","370.06","391.82","413.59","435.36","457.13","478.90","500.66","522.43","544.20"
900,"136.02","136.03","136.04","136.05","146.93","171.42","125.19","220.40","244.89","269.38","293.87","318.36","342.82","367.34","391.82","416.31","440.80","465.29","489.78","514.27","538.76","x","x","x"
