,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600
3600,"1206.9","1233.9","1260.9","1287.9","1314.9","1341.9","1398.6","1427.4","1456.2","1484.1","1512.9","1541.7","1569.6","1598.4"
4000,"1260.9","1290.6","1320.3","1350","1379.7","1409.4","1471.5","1503","1534.5","1566","1597.5","1628.1","1659.6","1691.1"
4400,"1315.8","1348.2","1379.7","1412.1","1444.5","1476.9","1545.3","1578.6","1612.8","1647","1681.2","1715.4","1749.6","1783.8"
4800,"1369.8","1404.9","1440","1474.2","1509.3","1543.5","1618.2","1655.1","1692","1728.9","1765.8","1801.8","1838.7","1875.6"
5200,"1424.7","1461.6","1499.4","1536.3","1574.1","1611","1691.1","1730.7","1770.3","1809.9","1849.5","1889.1","1928.7","1968.3"
5600,"1478.7","1518.3","1558.8","1598.4","1638","1678.5","1764","1806.3","1849.5","1891.8","1934.1","1976.4","2018.7","2061"
6000,"1533.6","1575.9","1618.2","1660.5","1702.8","1746","1837.8","1882.8","1927.8","1972.8","2017.8","2062.8","2107.8","2152.8"
6400,"1587.6","1632.6","1677.6","1722.6","1767.6","1812.6","1910.7","1958.4","2006.1","2053.8","2102.4","2150.1","2197.8",0
6800,"1641.6","1689.3","1737","1784.7","1832.4","1880.1","1983.6","2034","2085.3","2135.7","2186.1",0,0,0
7200,"1696.5","1746.9","1796.4","1846.8","1897.2","1947.6","2057.4","2110.5","2163.6","2216.7",0,0,0,0
7600,"1750.5","1803.6","1856.7","1908.9","1962","2015.1","2130.3","2186.1","2241.9",0,0,0,0,0
