,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200
200,"106.10","106.10","106.10","116.10","126.10","136.10","146.00","155.90","165.90","183.90","193.90","203.90","213.70","223.70","251.10","261.10","271.10","280.90","291.00","309.90","319.90"
300,"106.10","106.10","106.10","116.10","126.10","136.10","146.00","155.90","165.90","183.90","193.90","203.90","213.70","223.70","251.10","261.10","271.10","280.90","291.00","309.90","319.90"
400,"106.10","106.10","106.10","116.10","126.10","136.10","146.00","155.90","165.90","183.90","193.90","203.90","213.70","223.70","251.10","261.10","271.10","280.90","291.00","309.90","319.90"
500,"116.20","116.20","116.20","127.40","138.60","150.00","161.30","172.60","183.90","203.20","214.50","225.80","237.10","248.30","277.00","288.40","299.60","311.10","322.20","342.60","353.90"
600,"126.10","126.10","126.10","138.60","151.30","164.00","176.60","189.10","201.90","222.60","235.30","247.70","260.50","273.10","303.10","315.70","328.40","340.80","353.60","375.10","388.00"
700,"136.10","136.10","136.10","150.00","164.00","177.90","191.90","205.90","219.80","241.70","255.70","269.80","283.70","297.70","329.10","343.00","357.00","370.90","384.90","407.90","421.90"
800,"146.00","146.00","146.00","161.30","176.60","191.90","207.20","222.60","237.80","261.10","276.30","291.80","307.00","322.40","354.90","370.40","385.60","400.90","416.30","440.60","455.90"
900,"155.90","155.90","155.90","172.60","189.10","205.90","222.60","239.20","255.70","280.50","297.10","313.70","330.40","346.90","381.00","397.60","414.30","430.80","447.60","473.20","489.90"
1000,"165.90","165.90","165.90","183.90","201.90","219.80","237.80","255.70","280.50","299.80","317.70","335.80","353.60","371.70","407.10","424.90","443.00","460.80","478.70","505.80","523.90"
1100,"183.90","183.90","183.90","203.20","222.60","241.70","261.10","280.50","297.10","323.20","342.60","361.80","381.10","400.50","437.10","456.50","475.80","495.00","514.30","542.60","562.00"
1200,"193.90","193.90","193.90","214.50","235.30","255.70","276.30","297.10","313.70","342.60","363.20","383.90","404.40","425.10","463.20","483.80","504.50","525.00","545.70","575.40","596.00"
1300,"203.90","203.90","203.90","225.80","247.70","269.80","291.80","313.70","330.40","361.80","383.90","405.80","427.90","449.80","489.00","511.20","533.00","555.00","576.90","607.90","629.80"
1400,"213.70","213.70","213.70","237.10","260.50","283.70","307.00","330.40","346.90","381.10","404.40","427.90","455.30","478.60","519.30","542.50","565.90","589.20","612.40","644.80","668.20"
1500,"223.70","223.70","223.70","248.30","273.10","297.70","322.40","346.90","381.00","400.50","425.10","449.80","478.60","503.20","545.20","569.80","594.50","619.10","643.60","677.40","702.20"
