,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200
200,164,164,164,179.46,194.92,210.38,225.68,240.98,256.44,284.26,299.72,315.18,330.33,345.78,388.14,403.6,419.05,434.2,449.81,479.03,494.49
300,164,164,164,179.46,194.92,210.38,225.68,240.98,256.44,284.26,299.72,315.18,330.33,345.78,388.14,403.6,419.05,434.2,449.81,479.03,494.49
400,164,164,164,179.46,194.92,210.38,225.68,240.98,256.44,284.26,299.72,315.18,330.33,345.78,388.14,403.6,419.05,434.2,449.81,479.03,494.49
500,179.62,179.62,179.62,196.93,214.24,231.86,249.33,266.8,284.26,314.1,331.56,349.03,366.5,383.81,428.17,445.79,463.11,480.88,498.04,529.57,547.04
600,194.92,194.92,194.92,214.24,233.87,253.5,272.98,292.3,312.09,344.08,363.71,382.88,402.67,422.14,468.52,487.99,507.62,526.79,546.58,579.81,599.75
700,210.38,210.38,210.38,231.86,253.5,274.99,296.63,318.27,339.76,373.61,395.25,417.04,438.53,460.17,508.71,530.19,551.83,573.32,594.96,630.51,652.15
800,225.68,225.68,225.68,249.33,272.98,296.63,320.28,344.08,367.58,403.6,427.09,451.05,474.55,498.35,548.59,572.55,596.04,619.69,643.5,681.06,704.71
900,240.98,240.98,240.98,266.8,292.3,318.27,344.08,369.74,395.25,433.58,459.24,484.9,510.72,536.22,588.93,614.59,640.4,665.91,691.88,731.45,757.26
1000,256.44,256.44,256.44,284.26,312.09,339.76,367.58,395.25,433.58,463.42,491.08,519.06,546.58,574.56,629.27,656.79,684.77,712.28,739.95,781.84,809.82
1100,284.26,284.26,284.26,314.1,344.08,373.61,403.6,433.58,459.24,499.59,529.57,559.25,589.09,619.07,675.65,705.63,735.47,765.15,794.98,838.72,868.71
1200,299.72,299.72,299.72,331.56,363.71,395.25,427.09,459.24,484.9,529.57,561.42,593.41,625.1,657.1,715.99,747.83,779.83,811.52,843.52,889.42,921.27
1300,315.18,315.18,315.18,349.03,382.88,417.04,451.05,484.9,510.72,559.25,593.41,627.27,661.43,695.28,755.87,790.19,823.88,857.89,891.74,939.66,973.51
1400,330.33,330.33,330.33,366.5,402.67,438.53,474.55,510.72,536.22,589.09,625.1,661.43,703.78,739.8,802.71,838.57,874.74,910.76,946.62,996.7,1032.87
1500,345.78,345.78,345.78,383.81,422.14,460.17,498.35,536.22,588.93,619.07,657.1,695.28,739.8,777.82,842.74,880.77,918.95,956.97,994.84,1047.09,1085.43
