,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500
200,"239.9436","239.9553","239.967","239.9787","239.9904","240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","240.0723","240.084","240.0957","240.1074","240.1191","240.1308","240.1425","240.1542","240.1659","240.1776","240.1893","240.201","240.0723"
300,"239.9553","239.967","239.9787","239.9904","240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","240.0723","240.084","240.0957","240.1074","240.1191","244.8693","258.7572","273.6747","288.0774","302.4801","316.8828","331.2972","345.6999","360.1026"
400,"239.967","239.9787","239.9904","240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","240.0723","240.084","249.6663","268.8777","288.0774","307.2888","326.4885","345.6999","364.8996","384.111","403.3107","422.5221","441.7218","460.9332","480.1329"
500,"239.9787","239.9904","240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","240.0723","264.069","288.0774","312.0858","336.0942","360.0909","384.111","408.1077","432.1161","456.1245","480.1329","504.1413","528.2667","552.1581","576.1548","600.1632"
600,"239.9904","240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","259.272","288.0774","316.8828","345.6999","374.5053","403.3107","432.1161","460.9332","489.7386","518.544","547.3494","576.1548","604.9719","633.7773","662.5827","691.3881","720.2052"
700,"240.0021","240.0138","240.0255","240.0372","240.0489","240.0606","268.8777","302.4801","336.0942","369.6966","483.9705","436.9248","470.5272","504.1413","537.7437","571.3578","604.9719","638.5743","672.1884","705.7908","739.4049","773.0541","806.6214","840.2355"
800,"240.0138","240.0255","240.0372","240.0489","240.0606","268.8777","307.2888","345.6999","384.111","422.5221","460.9332","499.3326","537.7437","576.1548","614.5659","6537.843","691.3881","729.7992","768.2103","806.6214","845.0325","883.4553","806.6214","960.2658"
900,"240.0255","240.0372","240.0489","240.0606","259.272","302.4801","346.4838","388.908","432.1161","475.3359","518.544","561.7521","604.9719","648.18","691.3881","734.6079","777.816","821.0241","864.2439","907.452","950.6601","0","0","0"
