,2000,2500,3000,3500,4000,4500,5000
3060,"1589.45","1921.95","2167.95","2433.45","2679.45","2937.45","3186.95"
3270,"1625.95","1967.45","2221.95","2496.95","2751.95","3018.95","3277.95"
4060,"2020.95","2398.45","2721.45","3044.95","3360.45","3683.45","3998.95"
5060,"2630.45","3014.95","3407.95","3792.95","4160.95","4578.95","4959.95"
5410,"2730.45","3140.45","3558.45","3968.45","4361.95","4804.95","5210.45"
6480,"3107.45","3598.45","4080.95","4567.95","5058.95","5549.45","6019.95"
7060,"3462.45","3996.95","4530.45","5068.95","5602.95","6145.45","6674.95"
8060,"3674.95","4261.95","4849.45","5440.45","6027.95","6622.95","7206.45"
