,1600,2000,2400,2800,3200,3600,4000
1200,755.08,904.7,1054.32,1203.93,1353.54,1503.15,1652.77
1400,793.07,947.36,1101.65,1255.94,1410.23,1564.52,1718.81
1600,831.06,990.02,1148.99,1307.96,1466.92,1625.89,1784.85
1800,869.04,1032.69,1196.33,1359.97,1523.61,1687.25,1850.89
2000,907.04,1075.35,1243.67,1411.98,1580.3,1748.62,1916.93
