,1600,2000,2400,2800,3200,3600,4000,4400,4800,5200,5600,6000
3500,2286.96,2750.35,3213.75,3677.14,4140.53,4603.93,5067.33,5530.72,5994.11,6457.51,6920.9,7384.3
3700,2353.73,2828.76,3303.8,3778.82,4253.85,4728.89,5203.92,5678.96,6153.98,6629.02,7104.05,7579.09
3900,2420.5,2907.17,3393.83,3880.5,4367.18,4853.85,5340.52,5827.2,6313.87,6800.53,7287.2,7773.88
4100,2487.27,2985.58,3483.88,3982.19,4480.5,4978.81,5477.12,5975.43,6473.74,6972.05,7470.35,7968.66
4300,2554.02,3063.97,3573.92,4083.87,4593.82,5103.77,5613.72,6123.67,6633.62,7143.57,7653.51,8163.46
4500,2620.79,3142.38,3663.97,4185.56,4707.14,5228.73,5750.32,6271.9,6793.49,7315.08,7836.66,8358.25
