,2000,2500,3000,3500,4000,4500,5000
3060,1192.95,1413.95,1622.45,1859.45,2079.95,2428.95,2686.95
3270,1228.95,1458.95,1676.45,1922.45,2152.45,2510.45,2777.95
4060,1487.95,1761.95,2031.45,2330.45,2612.45,3055.45,"3378,75"
5060,1844.95,2179.95,2515.45,2879.95,3210.45,3752.45,4153.95
5410,1945.45,2305.45,2665.95,3054.95,3411.45,3978.45,4404.45
6480,2281.45,2697.95,3122.45,3559.45,3996.95,4640.45,5131.45
7060,2491.45,2951.45,3418.95,3924.45,4383.95,5103.95,5646.45
8060,2774.45,3286.95,3807.95,4374.45,4891.45,5734.45,6321.95
