,800,1000,1200,1400,1600,1800,2000
1200,450.08,525.29,600.5,675.72,750.94,826.14,901.36
1400,492.8,573.73,654.65,735.59,816.52,897.45,978.38
1600,535.52,622.17,708.82,795.45,882.1,968.94,1055.4
1800,578.24,670.6,762.97,855.33,947.69,1040.05,1132.42
2000,620.96,719.04,817.12,915.2,1013.28,1111.35,1209.44
