,800,1000,1200,1400,1600,1800,2000
1200,"333.069","388.729","444.389","500.049","555.709","611.369","667.029"
1400,"364.683","424.578","484.462","544.357","604.241","664.136","724.02"
1600,"396.297","460.416","524.535","588.665","652.784","716.903","781.022"
1800,"427.911","496.265","564.619","632.962","701.316","769.67","838.013"
2000,"459.525","532.114","604.692","677.27","749.848","822.437","895.015"
