,800,1000,1200,1400,1600,1800,2000
1200,"365.3232","426.3732","487.4232","548.4732","609.5232","670.5732","731.6232"
1400,"399.9996","465.6894","531.3792","597.069","662.7588","728.4486","794.1384"
1600,"434.676","505.0056","575.3352","645.6648","715.9944","786.324","856.6536"
1800,"469.3524","544.3218","619.2912","694.2606","769.23","844.1994","919.1688"
2000,"504.0288","583.638","663.2472","742.8564","822.4656","902.0748","981.684"
