	1600	2000	2400	2800	3200	3600	4000	4400	4800	5200	5600	6000
2000	1024.144	1233.43	1442.705	1651.991	1861.266	2070.552	2279.838	2489.113	2698.399	2907.674	3116.96	3326.246
2200	1072.676	1290.421	1508.166	1725.9	1943.645	2161.39	2379.135	2596.869	2814.614	3032.359	3250.104	3467.838
2400	1121.219	1347.412	1573.616	1799.82	2026.024	2252.228	2478.432	2704.636	2930.829	3157.033	3383.237	3609.441
2600	1169.751	1404.414	1639.077	1873.74	2108.403	2343.066	2577.729	2812.392	3047.055	3281.718	3516.381	3751.044
2800	1218.283	1461.405	1704.527	1947.66	2190.782	2433.904	2677.026	2920.148	3163.27	3406.392	3649.514	3892.636
