,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400
200,"173.6514","173.6631","173.6748","173.6865","173.6982","173.7099","173.7216","173.7333","173.745","173.7567","173.7684","173.7801","173.7918","173.8035","173.8152","173.8269","173.8386","173.8503","173.862","173.8737","173.8854","173.8971","173.9088"
300,"173.6631","173.6748","173.6865","173.6982","173.7099","173.7216","173.7333","173.745","173.7567","173.7684","173.7801","173.7918","173.8035","173.8152","173.8269","177.255","187.6797","198.1044","208.5291","218.9538","229.3785","239.8032","250.2396"
400,"173.6748","173.6865","173.6982","173.7099","173.7216","173.7333","173.745","173.7567","173.7684","173.7801","173.7918","180.7299","194.6295","208.5291","222.4287","236.3283","250.2396","264.1392","278.0388","291.9384","305.838","347.8293","333.6489"
500,"173.6865","173.6982","173.7099","173.7216","173.7333","173.745","173.7567","173.7684","173.7801","191.1546","208.5291","225.9036","243.2898","260.6643","278.0388","295.4133","312.7995","330.174","347.5485","364.923","382.3092","399.6837","417.0582"
600,"173.6982","173.7099","173.7216","173.7333","173.745","173.7567","173.7684","187.6797","208.5291","229.3785","250.2396","271.089","291.9384","312.741","333.6489","355.0365","375.3477","396.2088","417.0582","0","0","0","0"
700,"173.7099","173.7216","173.7333","173.745","173.7567","173.7684","194.6295","218.9538","243.2898","267.6141","291.9384","316.2744","340.5987","364.923","389.259","413.5833","0","0","0","0","0","0","0"
