,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600
2400,"805.5","823.5","841.5","859.5","877.5","896.4","934.2","953.1","972.9","991.8","1010.7","1030.5","1049.4","1069.2"
2700,"842.4","862.2",882,"902.7","922.5","943.2","985.5","1006.2","1027.8","1049.4","1070.1","1091.7","1113.3","1134"
3000,"879.3","900.9","923.4",945,"967.5","990","1036.8","1060.2","1082.7","1106.1","1129.5","1152.9","1176.3","1199.7"
3300,"916.2","940.5","963.9","988.2","1012.5","1035.9","1087.2","1113.3","1138.5","1163.7","1188.9","1215","1240.2","1265.4"
3600,"953.1","979.2","1005.3","1031.4","1057.5","1082.7","1138.5","1166.4","1193.4","1221.3","1248.3","1276.2","1304.1","1331.1"
3900,"990","1017.9","1045.8","1073.7","1101.6","1129.5","1189.8","1219.5","1249.2","1278.9","1307.7","1337.4","1367.1","1396.8"
4200,"1027.8","1057.5","1087.2","1116.9","1146.6","1176.3","1241.1","1272.6","1304.1","1335.6","1367.1","1399.5",1431,"1462.5"
4500,"1064.7","1096.2","1127.7","1160.1","1191.6","1223.1","1292.4","1325.7","1359.9","1393.2","1426.5","1460.7",0,0
4800,"1101.6","1134.9","1169.1","1202.4","1236.6","1269.9","1342.8","1378.8","1414.8","1450.8",0,0,0,0
5100,"1138.5","1174.5","1209.6","1245.6","1280.7","1316.7","1394.1","1431.9","1469.7",0,0,0,0,0
5400,"1175.4","1213.2","1251","1287.9","1325.7","1363.5","1445.4","1485",0,0,0,0,0,0
